H3_Index,Position,CanonicalName,QueriedName,GBIF_SpeciesKey,MatchedRank,Kingdom,Phylum,Class,Order,Family,Genus,In_GBIF,In_Natura,Invasive,GBIF_Total_Observations,REF_SPGROUP,ABUNDANCE_CATEGORY,LOWERBOUND,UPPERBOUND,COUNTING_UNIT,Natura_SiteCodes,Natura_SiteNames
863f29987ffffff,CENTER,Thlaspi graecum,Thlaspi graecum,3045322.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Noccaea,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Arenaria filicaulis graeca,Arenaria filicaulis ssp. graeca,10647819.0,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Cerastium candidissimum,Cerastium candidissimum,3812924.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Minuartia stellata,Minuartia stellata,3811159.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Mcneillia,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Silene auriculata,Silene auriculata,5585329.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Valeriana olenaea,Valeriana olenaea,4094791.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Galium peloponnesiacum,Galium peloponnesiacum,2913268.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Asperula taygetea,Asperula taygetea,2916809.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hexaphylla,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Sideritis clandestina cyllenea,Sideritis clandestina ssp. cyllenea,3891827.0,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Thymus leucotrichus,Thymus leucotrichus,7307117.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Scrophularia taygetea,Scrophularia taygetea,3735554.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Adonis cyllenea,Adonis cyllenea,5616505.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Adonis,0,1,0,0,nan,V,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Rhamnus sibthorpiana,Rhamnus sibthorpianus,3874761.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Atadinus,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Crataegus pycnoloba,Crataegus pycnoloba,3013789.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f29987ffffff,CENTER,Prunus prostrata,Prunus prostrata,3021265.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,1,0,0,1,,,,,,,
863f29987ffffff,CENTER,Abies cephalonica,Abies cephalonica,2685326.0,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
