H3_Index,Position,CanonicalName,QueriedName,GBIF_SpeciesKey,MatchedRank,Kingdom,Phylum,Class,Order,Family,Genus,In_GBIF,In_Natura,Invasive,GBIF_Total_Observations,REF_SPGROUP,ABUNDANCE_CATEGORY,LOWERBOUND,UPPERBOUND,COUNTING_UNIT,Natura_SiteCodes,Natura_SiteNames
863f299a7ffffff,N1,Astacus astacus,Astacus astacus,2226998.0,SPECIES,Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Astacus,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Bufo bufo,Bufo bufo,5217160.0,SPECIES,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,0,1,0,0,nan,R,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Bufotes viridis,Bufotes viridis,9529916.0,SPECIES,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufotes,0,1,0,0,nan,C,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Hyla arborea,Hyla arborea,2427573.0,SPECIES,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,0,1,0,0,nan,C,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Rana dalmatina,Rana dalmatina,2426760.0,SPECIES,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,0,1,0,0,nan,R,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Rana graeca,Rana graeca,2426795.0,SPECIES,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,0,1,0,0,nan,R,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Aquila chrysaetos,Aquila chrysaetos,2480506.0,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,1,0,0,2,,,,,,,
863f299a7ffffff,N1,Charadrius dubius,Charadrius dubius,7937336.0,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,0,1,0,0,nan,P,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Lymnocryptes minimus,Lymnocryptes minimus,2481835.0,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,0,1,0,0,nan,R,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Columba palumbus,Columba palumbus,2495455.0,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,1,0,0,2,,,,,,,
863f299a7ffffff,N1,Columba palumbus palumbus,Columba palumbus palumbus,9040795.0,SUBSPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,0,1,0,0,nan,C,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Certhia brachydactyla,Certhia brachydactyla,7806848.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,1,0,0,6,,,,,,,
863f299a7ffffff,N1,Corvus cornix,Corvus cornix,2482515.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1,0,0,2,,,,,,,
863f299a7ffffff,N1,Pyrrhocorax graculus,Pyrrhocorax graculus,2482553.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,1,0,0,2,,,,,,,
863f299a7ffffff,N1,Emberiza cirlus,Emberiza cirlus,7626513.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,1,0,0,10,,,,,,,
863f299a7ffffff,N1,Carduelis carduelis,Carduelis carduelis,2494686.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,1,0,0,6,,,,,,,
863f299a7ffffff,N1,Serinus serinus,Serinus serinus,2494200.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,1,0,0,8,,,,,,,
863f299a7ffffff,N1,Cecropis,"Cecropis F.Boie, 1826",6085729.0,GENUS,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,1,0,0,2,,,,,,,
863f299a7ffffff,N1,Ptyonoprogne rupestris,Ptyonoprogne rupestris,4408796.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Ptyonoprogne,1,0,0,2,,,,,,,
863f299a7ffffff,N1,Cyanistes caeruleus,Cyanistes caeruleus,2487879.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,1,0,0,4,,,,,,,
863f299a7ffffff,N1,Parus major,Parus major,9705453.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,1,0,0,24,,,,,,,
863f299a7ffffff,N1,Periparus ater,Periparus ater,2487871.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,1,0,0,20,,,,,,,
863f299a7ffffff,N1,Regulus ignicapilla,Regulus ignicapilla,6093527.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,1,0,0,14,,,,,,,
863f299a7ffffff,N1,Regulus regulus,Regulus regulus,2484596.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,1,0,0,2,,,,,,,
863f299a7ffffff,N1,Turdus merula,Turdus merula,2490719.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,1,0,0,20,,,,,,,
863f299a7ffffff,N1,Turdus viscivorus,Turdus viscivorus,2490774.0,SPECIES,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,1,0,0,6,,,,,,,
863f299a7ffffff,N1,Dendrocopos major,Dendrocopos major,2477968.0,SPECIES,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,1,0,0,6,,,,,,,
863f299a7ffffff,N1,Picus viridis,Picus viridis,2478523.0,SPECIES,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,1,0,0,2,,,,,,,
863f299a7ffffff,N1,Podiceps grisegena,Podiceps grisegena,2482051.0,SPECIES,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,0,1,0,0,nan,R,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Tachybaptus ruficollis,Tachybaptus ruficollis,2482048.0,SPECIES,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,0,1,0,0,nan,nan,4.0,100.0,i,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Canis aureus,Canis aureus,5219219.0,SPECIES,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,0,1,0,0,nan,P,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Tadarida teniotis,Tadarida teniotis,2433009.0,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,0,1,0,0,nan,P,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Eptesicus serotinus,Eptesicus serotinus,2432359.0,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,0,1,0,0,nan,P,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Hypsugo savii,Hypsugo savii,7261861.0,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Hypsugo,0,1,0,0,nan,C,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Nyctalus noctula,Nyctalus noctula,5218524.0,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,0,1,0,0,nan,P,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Pipistrellus kuhlii,Pipistrellus kuhlii,5218464.0,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,0,1,0,0,nan,C,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Pipistrellus pipistrellus,Pipistrellus pipistrellus,5218465.0,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,0,1,0,0,nan,P,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Pipistrellus pygmaeus,Pipistrellus pygmaeus,5707150.0,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,0,1,0,0,nan,P,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Dryomys nitedula,Dryomys nitedula,2439688.0,SPECIES,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Dryomys,0,1,0,0,nan,P,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Muscardinus avellanarius,Muscardinus avellanarius,2439658.0,SPECIES,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,0,1,0,0,nan,P,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Anguis cephallonica,Anguis cephallonica,2468088.0,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Anguis,1,0,0,5,,,,,,,
863f299a7ffffff,N1,Ophisaurus apodus,Ophisaurus apodus,11127359.0,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Pseudopus,0,1,0,0,nan,C,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Hierophis gemonensis,Hierophis gemonensis,2458928.0,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Hierophis,0,1,0,0,nan,C,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Natrix natrix,Natrix natrix,6161347.0,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Natrix,1,1,0,1,nan,nan,,10000.0,i,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Natrix tessellata,Natrix tessellata,6161327.0,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Natrix,0,1,0,0,nan,C,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Zamenis situla,Zamenis situla,2458374.0,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Zamenis,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Algyroides moreoticus,Algyroides moreoticus,2469367.0,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Algyroides,1,1,0,1,nan,R,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Hellenolacerta graeca,Hellenolacerta graeca,5789567.0,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Hellenolacerta,0,1,0,0,nan,R,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Lacerta trilineata,Lacerta trilineata,6159197.0,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Lacerta,1,1,0,1,nan,nan,1001.0,10000.0,i,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Podarcis ionicus,Podarcis ionicus,11180835.0,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Podarcis,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Podarcis muralis,Podarcis muralis,2469188.0,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Podarcis,0,1,0,0,nan,C,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Podarcis peloponnesiacus,Podarcis peloponnesiaca,2469022.0,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Podarcis,0,1,0,0,nan,nan,,10000.0,i,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Podarcis tauricus,Podarcis taurica,2469065.0,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Podarcis,0,1,0,0,nan,nan,,10000.0,i,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Malpolon insignitus,Malpolon insignitus,5959662.0,SPECIES,Animalia,Chordata,Squamata,,Psammophiidae,Malpolon,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Ablepharus kitaibelii,Ablepharus kitaibelii,8120403.0,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Ablepharus,1,1,0,1,nan,C,,,nan,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Typhlops vermicularis,Typhlops vermicularis,2471324.0,SPECIES,Animalia,Chordata,Squamata,,Typhlopidae,Xerotyphlops,0,1,0,0,nan,nan,1001.0,10000.0,i,GR2530002,LIMNI STYMFALIA
863f299a7ffffff,N1,Xerotyphlops vermicularis,Xerotyphlops vermicularis,9624852.0,SPECIES,Animalia,Chordata,Squamata,,Typhlopidae,Xerotyphlops,1,0,0,7,,,,,,,
863f299a7ffffff,N1,Vipera ammodytes,Vipera ammodytes,2444308.0,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Vipera,0,1,0,0,nan,C,,,nan,GR2530002;GR2530004,LIMNI STYMFALIA;OROS OLIGYRTOS
863f299a7ffffff,N1,Testudo hermanni,Testudo hermanni,2441454.0,SPECIES,Animalia,Chordata,Testudines,,Testudinidae,Testudo,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Codringtonia intusplicata,Codringtonia intusplicata,4563887.0,SPECIES,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Codringtonia,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Armillaria mellea,Armillaria mellea,2536891.0,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Fritillaria graeca,Fritillaria graeca,5300514.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Lilium chalcedonicum,Lilium chalcedonicum,2753035.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Tulipa orphanidea,Tulipa orphanidea,5299398.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Tulipa,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Achnatherum bromoides,Achnatherum bromoides,4142335.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Achnatherum,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Aegilops biuncialis,Aegilops biuncialis,5289796.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aegilops,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Arrhenatherum elatius,Arrhenatherum elatius,2704505.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arrhenatherum,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Avena barbata,Avena barbata,2705300.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Avena,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Elymus repens,Elymus repens,5290299.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Festuca,Festuca Tourn. ex L.,2704913.0,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Koeleria macrantha,Koeleria macrantha,2705914.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Koeleria,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Koeleria nitidula,Koeleria nitidula,4136754.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Koeleria,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Melica ciliata,Melica ciliata,2703124.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Melica,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Poa thessala,Poa thessala,4108833.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Thinopyrum intermedium,Thinopyrum intermedium,2704161.0,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Thinopyrum,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Bupleurum glumaceum,Bupleurum glumaceum,8082785.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Katapsuxis silaifolia,Katapsuxis silaifolia,7318426.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Katapsuxis,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Peucedanum longifolium,Peucedanum longifolium,6026367.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Peucedanum,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Pimpinella tragium,Pimpinella tragium,6026779.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Prangos ferulacea,Prangos ferulacea,3630714.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Torilis arvensis,Torilis arvensis,3034823.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Torilis,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Achillea umbellata,Achillea umbellata,3120236.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Anthemis arvensis,Anthemis arvensis,3102781.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anthemis,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Anthemis laconica,Anthemis laconica,3122588.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anthemis,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Centaurea affinis,Centaurea affinis,3127506.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Centaurea raphanina mixta,Centaurea raphanina ssp. mixta,6076500.0,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Cirsium arvense,Cirsium arvense,3113414.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Cota altissima,Cota altissima,5390611.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cota,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Crepis dioscoridis,Crepis dioscoridis,5403256.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Crupina crupinastrum,Crupina crupinastrum,3149958.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crupina,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Echinops sphaerocephalus,Echinops sphaerocephalus,5392883.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Echinops,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Hypochaeris cretensis,Hypochaeris cretensis,3093742.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Leontodon graecus,Leontodon graecus,3137483.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Pallenis spinosa,Pallenis spinosa,5385215.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pallenis,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Pentanema verbascifolium,Pentanema verbascifolium,10073246.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentanema,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Picris pauciflora,Picris pauciflora,3093309.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Picris,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Ptilostemon afer,Ptilostemon afer,3096857.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ptilostemon,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Reichardia picroides,Reichardia picroides,5385655.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Reichardia,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Asyneuma limonifolium,Asyneuma limonifolium,3168109.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Asyneuma,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Campanula patula,Campanula patula,5410564.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Campanula topaliana,Campanula topaliana,5410144.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Onosma erecta,Onosma erecta,7654309.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Onosma,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Aurinia moreana,Aurinia moreana,5377783.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Aurinia,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Draba lacaitae,Draba lacaitae,3049597.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Erysimum pectinatum,Erysimum pectinatum,3048171.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Fibigia clypeata,Fibigia clypeata,3051652.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Fibigia,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Thlaspi graecum,Thlaspi graecum,3045322.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Noccaea,0,1,0,0,nan,P,,,nan,GR2530004,OROS OLIGYRTOS
863f299a7ffffff,N1,Odontarrhena muralis,Odontarrhena muralis,3693541.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Odontarrhena,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Rorippa sylvestris,Rorippa sylvestris,3053376.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,1,0,0,1,,,,,,,
863f299a7ffffff,N1,Reseda lutea,Reseda lutea,3040252.0,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,1,0,0,1,,,,,,,
