H3_Index,Position,CanonicalName,QueriedName,GBIF_SpeciesKey,MatchedRank,Kingdom,Phylum,Class,Order,Family,Genus,In_GBIF,In_Natura,Invasive,GBIF_Total_Observations,REF_SPGROUP,ABUNDANCE_CATEGORY,LOWERBOUND,UPPERBOUND,COUNTING_UNIT,Natura_SiteCodes,Natura_SiteNames
863f29997ffffff,N3,Helminthotheca echioides,Helminthotheca echioides,3141855,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helminthotheca,1,0,0,1,,,,,,,
863f29997ffffff,N3,Matricaria chamomilla,Matricaria chamomilla,8370958,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,1,0,0,1,,,,,,,
863f29997ffffff,N3,Campanula topaliana,Campanula topaliana,5410144,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,1,0,0,2,,,,,,,
863f29997ffffff,N3,Myagrum perfoliatum,Myagrum perfoliatum,3047811,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Myagrum,1,0,0,1,,,,,,,
863f29997ffffff,N3,Rapistrum rugosum,Rapistrum rugosum,5373368,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rapistrum,1,0,0,1,,,,,,,
863f29997ffffff,N3,Rorippa sylvestris,Rorippa sylvestris,3053376,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,1,0,0,1,,,,,,,
863f29997ffffff,N3,Sinapis alba,Sinapis alba,3047621,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis,1,0,0,1,,,,,,,
863f29997ffffff,N3,Chenopodium album,Chenopodium album,3083838,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,1,0,0,1,,,,,,,
863f29997ffffff,N3,Polygonum aviculare,Polygonum aviculare,7821030,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,1,0,0,1,,,,,,,
863f29997ffffff,N3,Lotus tenuis,Lotus tenuis,7515045,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,1,0,0,1,,,,,,,
863f29997ffffff,N3,Marrubium peregrinum,Marrubium peregrinum,3905970,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium,1,0,0,1,,,,,,,
863f29997ffffff,N3,Mentha spicata,Mentha spicata,2927175,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,1,0,0,1,,,,,,,
863f29997ffffff,N3,Verbena officinalis,Verbena officinalis,2925529,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,1,0,0,1,,,,,,,
863f29997ffffff,N3,Epilobium hirsutum,Epilobium hirsutum,3189172,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,1,0,0,1,,,,,,,
863f29997ffffff,N3,Papaver rhoeas,Papaver rhoeas,2888443,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,1,0,0,1,,,,,,,
863f29997ffffff,N3,Delphinium ajacis,Delphinium ajacis,3033833,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,1,0,0,1,,,,,,,
863f29997ffffff,N3,Convolvulus arvensis,Convolvulus arvensis,2928390,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,1,0,0,1,,,,,,,
